item_id,name_zh_cn,name_zh_tw
29324,改良型水晶都御敌项环,改良型水晶都御敵項環
29325,改良型水晶都强攻项环,改良型水晶都強攻項環
29326,改良型水晶都精准项环,改良型水晶都精準項環
29327,改良型水晶都治愈项环,改良型水晶都治愈項環
29328,改良型水晶都咏咒项环,改良型水晶都詠咒項環
29329,改良型水晶都御敌手环,改良型水晶都御敵手環
29330,改良型水晶都强攻手环,改良型水晶都強攻手環
29331,改良型水晶都精准手环,改良型水晶都精準手環
29332,改良型水晶都治愈手环,改良型水晶都治愈手環
29333,改良型水晶都咏咒手环,改良型水晶都詠咒手環
29334,改良型水晶都御敌指环,改良型水晶都御敵指環
29335,改良型水晶都强攻指环,改良型水晶都強攻指環
29336,改良型水晶都精准指环,改良型水晶都精準指環
29337,改良型水晶都治愈指环,改良型水晶都治愈指環
29338,改良型水晶都咏咒指环,改良型水晶都詠咒指環
29339,追忆馆御敌头冠,追憶館御敵頭冠
29340,追忆馆御敌战甲,追憶館御敵戰甲
29341,追忆馆御敌手铠,追憶館御敵手鎧
29342,追忆馆御敌骑兵裤,追憶館御敵騎兵褲
29343,追忆馆御敌锁甲靴,追憶館御敵鎖甲靴
29344,追忆馆御敌腰带,追憶館御敵腰帶
29345,追忆馆制敌头冠,追憶館制敵頭冠
29346,追忆馆制敌战甲,追憶館制敵戰甲
29347,追忆馆制敌手铠,追憶館制敵手鎧
29348,追忆馆制敌骑兵裤,追憶館制敵騎兵褲
29349,追忆馆制敌锁甲靴,追憶館制敵鎖甲靴
29350,追忆馆制敌腰带,追憶館制敵腰帶
29351,追忆馆强袭头带,追憶館強襲頭帶
29352,追忆馆强袭短衣,追憶館強襲短衣
29353,追忆馆强袭手套,追憶館強襲手套
29354,追忆馆强袭骑兵裤,追憶館強襲騎兵褲
29355,追忆馆强袭矮靴,追憶館強襲矮靴
29356,追忆馆强袭腰带,追憶館強襲腰帶
29357,追忆馆精准狩猎帽,追憶館精準狩獵帽
29358,追忆馆精准长衣,追憶館精準長衣
29359,追忆馆精准手套,追憶館精準手套
29360,追忆馆精准骑兵裤,追憶館精準騎兵褲
29361,追忆馆精准高筒靴,追憶館精準高筒靴
29362,追忆馆精准腰带,追憶館精準腰帶
29363,追忆馆游击头带,追憶館游擊頭帶
29364,追忆馆游击短衣,追憶館游擊短衣
29365,追忆馆游击手套,追憶館游擊手套
29366,追忆馆游击骑兵裤,追憶館游擊騎兵褲
29367,追忆馆游击高筒靴,追憶館游擊高筒靴
29368,追忆馆游击腰带,追憶館游擊腰帶
29369,追忆馆治愈帽,追憶館治愈帽
29370,追忆馆治愈长衣,追憶館治愈長衣
29371,追忆馆治愈手套,追憶館治愈手套
29372,追忆馆治愈骑兵裤,追憶館治愈騎兵褲
29373,追忆馆治愈高筒靴,追憶館治愈高筒靴
29374,追忆馆治愈腰带,追憶館治愈腰帶
29375,追忆馆咏咒魔术帽,追憶館詠咒魔術帽
29376,追忆馆咏咒长衣,追憶館詠咒長衣
29377,追忆馆咏咒手套,追憶館詠咒手套
29378,追忆馆咏咒骑兵裤,追憶館詠咒騎兵褲
29379,追忆馆咏咒高筒靴,追憶館詠咒高筒靴
29380,追忆馆咏咒腰带,追憶館詠咒腰帶
29381,追忆馆御敌耳坠,追憶館御敵耳墜
29382,追忆馆强攻耳坠,追憶館強攻耳墜
29383,追忆馆精准耳坠,追憶館精準耳墜
29384,追忆馆治愈耳坠,追憶館治愈耳墜
29385,追忆馆咏咒耳坠,追憶館詠咒耳墜
29386,追忆馆御敌项环,追憶館御敵項環
29387,追忆馆强攻项环,追憶館強攻項環
29388,追忆馆精准项环,追憶館精準項環
29389,追忆馆治愈项环,追憶館治愈項環
29390,追忆馆咏咒项环,追憶館詠咒項環
29391,追忆馆御敌手镯,追憶館御敵手鐲
29392,追忆馆强攻手镯,追憶館強攻手鐲
29393,追忆馆精准手镯,追憶館精準手鐲
29394,追忆馆治愈手镯,追憶館治愈手鐲
29395,追忆馆咏咒手镯,追憶館詠咒手鐲
29396,追忆馆御敌指环,追憶館御敵指環
29397,追忆馆强攻指环,追憶館強攻指環
29398,追忆馆精准指环,追憶館精準指環
29399,追忆馆治愈指环,追憶館治愈指環
29400,追忆馆咏咒指环,追憶館詠咒指環
29401,红宝石神兵装甲片,紅寶石神兵裝甲片
29402,红宝石神兵装甲,紅寶石神兵裝甲
29403,机工士装甲,機工士裝甲
29404,伊修加德新型长剑,伊修加德新型長劍
29405,伊修加德新型利爪,伊修加德新型利爪
29406,伊修加德新型双刃斧,伊修加德新型雙刃斧
29407,伊修加德新型三尖枪,伊修加德新型三尖槍
29408,伊修加德新型长弓,伊修加德新型長弓
29409,伊修加德新型小刀,伊修加德新型小刀
29410,伊修加德新型巨剑,伊修加德新型巨劍
29411,伊修加德新型左轮枪,伊修加德新型左輪槍
29412,伊修加德新型牧杖,伊修加德新型牧杖
29413,伊修加德新型法杖,伊修加德新型法杖
29414,伊修加德新型魔导书,伊修加德新型魔導書
29415,伊修加德新型魔导典,伊修加德新型魔導典
29416,伊修加德新型天星盘,伊修加德新型天星盤
29417,伊修加德新型武士刀,伊修加德新型武士刀
29418,伊修加德新型花剑,伊修加德新型花劍
29419,伊修加德新型魔机刃,伊修加德新型魔機刃
29420,伊修加德新型圆月轮,伊修加德新型圓月輪
29421,伊修加德新型骑士盾,伊修加德新型騎士盾
29422,伊修加德新型御敌军帽,伊修加德新型御敵軍帽
29423,伊修加德新型御敌上装,伊修加德新型御敵上裝
29424,伊修加德新型御敌手铠,伊修加德新型御敵手鎧
29425,伊修加德新型御敌打底裤,伊修加德新型御敵打底褲
29426,伊修加德新型御敌锁甲靴,伊修加德新型御敵鎖甲靴
29427,伊修加德新型御敌腰带,伊修加德新型御敵腰帶
29428,伊修加德新型制敌军帽,伊修加德新型制敵軍帽
29429,伊修加德新型制敌上装,伊修加德新型制敵上裝
29430,伊修加德新型制敌手套,伊修加德新型制敵手套
29431,伊修加德新型制敌打底裤,伊修加德新型制敵打底褲
29432,伊修加德新型制敌皮靴,伊修加德新型制敵皮靴
29433,伊修加德新型制敌腰带,伊修加德新型制敵腰帶
29434,伊修加德新型强袭礼帽,伊修加德新型強襲禮帽
29435,伊修加德新型强袭上装,伊修加德新型強襲上裝
29436,伊修加德新型强袭手套,伊修加德新型強襲手套
29437,伊修加德新型强袭打底裤,伊修加德新型強襲打底褲
29438,伊修加德新型强袭长靴,伊修加德新型強襲長靴
29439,伊修加德新型强袭腰带,伊修加德新型強襲腰帶
29440,伊修加德新型精准军帽,伊修加德新型精準軍帽
29441,伊修加德新型精准上装,伊修加德新型精準上裝
29442,伊修加德新型精准手套,伊修加德新型精準手套
29443,伊修加德新型精准打底裤,伊修加德新型精準打底褲
29444,伊修加德新型精准长靴,伊修加德新型精準長靴
29445,伊修加德新型精准腰带,伊修加德新型精準腰帶
29446,伊修加德新型游击礼帽,伊修加德新型游擊禮帽
29447,伊修加德新型游击上装,伊修加德新型游擊上裝
29448,伊修加德新型游击手套,伊修加德新型游擊手套
29449,伊修加德新型游击打底裤,伊修加德新型游擊打底褲
29450,伊修加德新型游击锁甲靴,伊修加德新型游擊鎖甲靴
29451,伊修加德新型游击腰带,伊修加德新型游擊腰帶
29452,伊修加德新型治愈军帽,伊修加德新型治愈軍帽
29453,伊修加德新型治愈上装,伊修加德新型治愈上裝
29454,伊修加德新型治愈手套,伊修加德新型治愈手套
29455,伊修加德新型治愈打底裤,伊修加德新型治愈打底褲
29456,伊修加德新型治愈长靴,伊修加德新型治愈長靴
29457,伊修加德新型治愈腰带,伊修加德新型治愈腰帶
29458,伊修加德新型咏咒礼帽,伊修加德新型詠咒禮帽
29459,伊修加德新型咏咒上装,伊修加德新型詠咒上裝
29460,伊修加德新型咏咒手套,伊修加德新型詠咒手套
29461,伊修加德新型咏咒打底裤,伊修加德新型詠咒打底褲
29462,伊修加德新型咏咒皮靴,伊修加德新型詠咒皮靴
29463,伊修加德新型咏咒腰带,伊修加德新型詠咒腰帶
29464,伊修加德新型御敌耳坠,伊修加德新型御敵耳墜
29465,伊修加德新型强攻耳坠,伊修加德新型強攻耳墜
29466,伊修加德新型精准耳坠,伊修加德新型精準耳墜
29467,伊修加德新型治愈耳坠,伊修加德新型治愈耳墜
29468,伊修加德新型咏咒耳坠,伊修加德新型詠咒耳墜
29469,伊修加德新型御敌项环,伊修加德新型御敵項環
29470,伊修加德新型强攻项环,伊修加德新型強攻項環
29471,伊修加德新型精准项环,伊修加德新型精準項環
29472,伊修加德新型治愈项环,伊修加德新型治愈項環
29473,伊修加德新型咏咒项环,伊修加德新型詠咒項環
29474,伊修加德新型御敌手环,伊修加德新型御敵手環
29475,伊修加德新型强攻手环,伊修加德新型強攻手環
29476,伊修加德新型精准手环,伊修加德新型精準手環
29477,伊修加德新型治愈手环,伊修加德新型治愈手環
29478,伊修加德新型咏咒手环,伊修加德新型詠咒手環
29479,伊修加德新型御敌指环,伊修加德新型御敵指環
29480,伊修加德新型强攻指环,伊修加德新型強攻指環
29481,伊修加德新型精准指环,伊修加德新型精準指環
29482,伊修加德新型治愈指环,伊修加德新型治愈指環
29483,伊修加德新型咏咒指环,伊修加德新型詠咒指環
29484,木工秘籍第八卷,木工秘籍第八卷
29485,锻冶秘籍第八卷,鍛冶秘籍第八卷
29486,甲胄秘籍第八卷,甲胄秘籍第八卷
29487,雕金秘籍第八卷,雕金秘籍第八卷
29488,皮革秘籍第八卷,皮革秘籍第八卷
29489,裁缝秘籍第八卷,裁縫秘籍第八卷
29490,炼金秘籍第八卷,煉金秘籍第八卷
29491,烹调秘籍第八卷,烹調秘籍第八卷
29492,3级刚力之幻药,3級剛力之幻藥
29493,3级巧力之幻药,3級巧力之幻藥
29494,3级耐力之幻药,3級耐力之幻藥
29495,3级智力之幻药,3級智力之幻藥
29496,3级意力之幻药,3級意力之幻藥
29497,力山羊肉丸,力山羊肉丸
29498,莫尔斯,莫爾斯
29499,柠檬华夫饼,檸檬華夫餅
29500,蜂蜜牛角面包,蜂蜜牛角面包
29501,香肠泡菜,香腸泡菜
29502,高地风味菜肉卷,高地風味菜肉卷
29503,腌鲱鱼,腌鯡魚
29504,鲱鱼派,鯡魚派
29505,农场早餐,農場早餐
29506,乌鸡布丁,烏雞布丁
29507,山莓,山莓
29508,高筋粉,高筋粉
29509,高地甘蓝,高地甘藍
29510,白金鲱鱼,白金鯡魚
29511,乌鸡蛋,烏雞蛋
29512,奇岩石英,奇巖石英
29513,蛇眼石,蛇眼石
29514,涌岩圣水,涌巖圣水
29515,焚火晶石,焚火晶石
29516,湿地蛇纹岩,濕地蛇紋巖
29517,采掘队用铁矿石,采掘隊用鐵礦石
29518,采掘队用燧石,采掘隊用燧石
29519,采掘队用板岩,采掘隊用板巖
29520,采掘队用蚁蛋,采掘隊用蟻蛋
29521,采掘队用白蝎,采掘隊用白蝎
29522,采掘队用琥珀,采掘隊用琥珀
29523,采掘队用辉铜矿簇,采掘隊用輝銅礦簇
29524,采掘队用矿物油,采掘隊用礦物油
29525,采掘队用色素,采掘隊用色素
29526,采掘队用泡碱,采掘隊用泡堿
29527,采掘队用黏土,采掘隊用黏土
29528,采掘队用黑铅,采掘隊用黑鉛
29529,采掘队用岩盐,采掘隊用巖鹽
29530,采掘队用硫磺,采掘隊用硫磺
29531,采掘队用石笛,采掘隊用石笛
29532,采掘队用砂砾,采掘隊用砂礫
29533,采掘队用辉石,采掘隊用輝石
29534,采掘队用岩虫,采掘隊用巖蟲
29535,采掘队用硬铁矿,采掘隊用硬鐵礦
29536,采掘队用骨片,采掘隊用骨片
29537,采掘队用石墨,采掘隊用石墨
29538,老树琥珀,老樹琥珀
29539,灵茧,靈繭
29540,灵草根,靈草根
29541,蛇山椒,蛇山椒
29542,湿地老树皮,濕地老樹皮
29543,采掘队用亚麻,采掘隊用亞麻
29544,采掘队用种子,采掘隊用種子
29545,采掘队用藤蔓,采掘隊用藤蔓
29546,采掘队用蚕蛹,采掘隊用蠶蛹
29547,采掘队用草莓,采掘隊用草莓
29548,采掘队用薰衣草,采掘隊用薰衣草
29549,采掘队用狼蛛,采掘隊用狼蛛
29550,采掘队用药草,采掘隊用藥草
29551,采掘队用姜黄,采掘隊用姜黃
29552,采掘队用球藻,采掘隊用球藻
29553,采掘队用延龄花,采掘隊用延齡花
29554,采掘队用羽毛,采掘隊用羽毛
29555,采掘队用树皮,采掘隊用樹皮
29556,采掘队用艾蒿,采掘隊用艾蒿
29557,采掘队用根茎,采掘隊用根莖
29558,采掘队用扫帚草,采掘隊用掃帚草
29559,采掘队用坚果,采掘隊用堅果
29560,采掘队用蜂巢,采掘隊用蜂巢
29561,采掘队用树根,采掘隊用樹根
29562,采掘队用蠕虫,采掘隊用蠕蟲
29563,采掘队用麻草,采掘隊用麻草
29564,晶鳞鱼,晶鱗魚
29565,银镜贝,銀鏡貝
29566,达蓝之爪,達藍之爪
29567,熔岩鳗,熔巖鰻
29568,苔龟,苔龜
29569,采掘队用弧边招潮蟹,采掘隊用弧邊招潮蟹
29570,采掘队用鳟鱼,采掘隊用鱒魚
29571,采掘队用引螈,采掘隊用引螈
29572,采掘队用强盗蟹,采掘隊用強盜蟹
29573,采掘队用水虎鱼,采掘隊用水虎魚
29574,采掘队用巨骨舌鱼,采掘隊用巨骨舌魚
29575,采掘队用毒鲶鱼,采掘隊用毒鯰魚
29576,采掘队用绿藻,采掘隊用綠藻
29577,采掘队用海螺,采掘隊用海螺
29578,采掘队用淡水海绵,采掘隊用淡水海綿
29579,采掘队用双壳贝,采掘隊用雙殼貝
29580,采掘队用银鲶,采掘隊用銀鯰
29581,采掘队用骑士鲈,采掘隊用騎士鱸
29582,采掘队用熔岩骨舌鱼,采掘隊用熔巖骨舌魚
29583,采掘队用大树之鳞,采掘隊用大樹之鱗
29584,采掘队用皮皮拉鱼,采掘隊用皮皮拉魚
29585,采掘队用魔贝,采掘隊用魔貝
29586,采掘队用带子鳟鱼,采掘隊用帶子鱒魚
29587,采掘队用钻石骨舌鱼,采掘隊用鉆石骨舌魚
29588,采掘队用大理石幼虫,采掘隊用大理石幼蟲
29589,采掘队用大海螺,采掘隊用大海螺
29590,海底黏土,海底黏土
29591,专业手锯,專業手鋸
29592,专业横头锤,專業橫頭錘
29593,专业圆头锤,專業圓頭錘
29594,专业工艺锤,專業工藝錘
29595,专业圆革刀,專業圓革刀
29596,专业缝针,專業縫針
29597,专业蒸馏器,專業蒸餾器
29598,专业煎锅,專業煎鍋
29599,专业鹤嘴锄,專業鶴嘴鋤
29600,专业手斧,專業手斧
29601,专业钓竿,專業釣竿
29602,专业巧匠贝雷帽,專業巧匠貝雷帽
29603,专业巧匠外套,專業巧匠外套
29604,专业巧匠半指护手,專業巧匠半指護手
29605,专业巧匠软甲裤,專業巧匠軟甲褲
29606,专业巧匠皮靴,專業巧匠皮靴
29607,专业大地头巾,專業大地頭巾
29608,专业大地外套,專業大地外套
29609,专业大地手套,專業大地手套
29610,专业大地马裤,專業大地馬褲
29611,专业大地工作靴,專業大地工作靴
29612,天钢手锯,天鋼手鋸
29613,天钢横头锤,天鋼橫頭錘
29614,天钢圆头锤,天鋼圓頭錘
29615,天钢工艺锤,天鋼工藝錘
29616,天钢圆革刀,天鋼圓革刀
29617,天钢缝针,天鋼縫針
29618,天钢蒸馏器,天鋼蒸餾器
29619,天钢煎锅,天鋼煎鍋
29620,天钢手斧,天鋼手斧
29621,天钢鹤嘴锄,天鋼鶴嘴鋤
29622,天钢钓竿,天鋼釣竿
29623,天钢手锯+1,天鋼手鋸+1
29624,天钢横头锤+1,天鋼橫頭錘+1
29625,天钢圆头锤+1,天鋼圓頭錘+1
29626,天钢工艺锤+1,天鋼工藝錘+1
29627,天钢圆革刀+1,天鋼圓革刀+1
29628,天钢缝针+1,天鋼縫針+1
29629,天钢蒸馏器+1,天鋼蒸餾器+1
29630,天钢煎锅+1,天鋼煎鍋+1
29631,天钢手斧+1,天鋼手斧+1
29632,天钢鹤嘴锄+1,天鋼鶴嘴鋤+1
29633,天钢钓竿+1,天鋼釣竿+1
29634,龙诗手锯,龍詩手鋸
29635,龙诗横头锤,龍詩橫頭錘
29636,龙诗圆头锤,龍詩圓頭錘
29637,龙诗工艺锤,龍詩工藝錘
29638,龙诗圆革刀,龍詩圓革刀
29639,龙诗缝针,龍詩縫針
29640,龙诗蒸馏器,龍詩蒸餾器
29641,龙诗煎锅,龍詩煎鍋
29642,龙诗手斧,龍詩手斧
29643,龙诗鹤嘴锄,龍詩鶴嘴鋤
29644,龙诗钓竿,龍詩釣竿
29645,改良用的硅化木宝珠,改良用的硅化木寶珠
29646,改良用的铆钉,改良用的鉚釘
29647,改良用的钢丝,改良用的鋼絲
29648,改良用的磨刀石,改良用的磨刀石
29649,改良用的鞣革,改良用的鞣革
29650,改良用的月光丝,改良用的月光絲
29651,改良用的合成树脂,改良用的合成樹脂
29652,改良用的种子提取液,改良用的種子提取液
29653,改良用的长杆,改良用的長桿
29654,改良用的连接板,改良用的連接板
29655,改良用的链条板,改良用的鏈條板
29656,改良用的宝玉,改良用的寶玉
29657,改良用的羊皮纸,改良用的羊皮紙
29658,改良用的天鹅绒,改良用的天鵝絨
29659,改良用的玻璃板,改良用的玻璃板
29660,改良用的种子粉,改良用的種子粉
29661,改良用的硅化木,改良用的硅化木
29662,改良用的铁沙,改良用的鐵沙
29663,改良用的铁矿,改良用的鐵礦
29664,改良用的原石,改良用的原石
29665,改良用的粗皮,改良用的粗皮
29666,改良用的棉花,改良用的棉花
29667,改良用的石英,改良用的石英
29668,改良用的种子,改良用的種子
29669,改良用的乳胶,改良用的乳膠
29670,改良用的化石砂,改良用的化石砂
29671,改良用的黑曜石,改良用的黑曜石
29672,改良用的矿砂,改良用的礦砂
29673,智慧珊瑚,智慧珊瑚
29674,改良用的琥珀,改良用的琥珀
29675,改良用的珍宝,改良用的珍寶
29676,改良用的暗物质,改良用的暗物質
29677,改良用的火种,改良用的火種
29678,龙骨贝,龍骨貝
29679,天钢工具箱,天鋼工具箱
29680,红木沟渠,紅木溝渠
29681,水晶珊瑚,水晶珊瑚
29682,白色屏风,白色屏風
29683,虹吸咖啡机,虹吸咖啡機
29684,猫小胖挂钟,貓小胖掛鐘
29685,爆弹怪炼金锅,爆彈怪煉金鍋
29686,隆卡摇椅,隆卡搖椅
29687,花园砖墙,花園磚墻
29688,特制庆典用的散寿司,特制慶典用的散壽司
29689,特制庆典用的手鞠寿司,特制慶典用的手鞠壽司
29690,特制堆起来的彩蛋,特制堆起來的彩蛋
29691,特制彩蛋特制皇冠羊排,特制彩蛋特制皇冠羊排
29692,特制彩蛋特制巧克力蛋糕,特制彩蛋特制巧克力蛋糕
29693,伊甸之律武器箱（品级505）,伊甸之律武器箱（品級505）
29694,伊甸之律头部装备箱（品级500）,伊甸之律頭部裝備箱（品級500）
29695,伊甸之律身体装备箱（品级500）,伊甸之律身體裝備箱（品級500）
29696,伊甸之律手臂装备箱（品级500）,伊甸之律手臂裝備箱（品級500）
29697,伊甸之律腿部装备箱（品级500）,伊甸之律腿部裝備箱（品級500）
29698,伊甸之律脚部装备箱（品级500）,伊甸之律腳部裝備箱（品級500）
29699,伊甸之律腰带装备箱（品级500）,伊甸之律腰帶裝備箱（品級500）
29700,伊甸之律耳部装备箱（品级500）,伊甸之律耳部裝備箱（品級500）
29701,伊甸之律颈部装备箱（品级500）,伊甸之律頸部裝備箱（品級500）
29702,伊甸之律腕部装备箱（品级500）,伊甸之律腕部裝備箱（品級500）
29703,伊甸之律指环装备箱（品级500）,伊甸之律指環裝備箱（品級500）
29704,九宫幻卡：花束篮筐,九宮幻卡：花束籃筐
29705,九宫幻卡：奇塔利,九宮幻卡：奇塔利
29706,九宫幻卡：异豺,九宮幻卡：異豺
29707,九宫幻卡：莉兹贝丝,九宮幻卡：莉茲貝絲
29708,九宫幻卡：大脚野蝠,九宮幻卡：大腳野蝠
29709,九宫幻卡：得到宽恕的猥亵,九宮幻卡：得到寬恕的猥褻
29710,九宫幻卡：华迦斯,九宮幻卡：華迦斯
29711,九宫幻卡：不明物体,九宮幻卡：不明物體
29712,九宫幻卡：红宝石神兵,九宮幻卡：紅寶石神兵
29713,九宫幻卡：至大灾兽,九宮幻卡：至大災獸
29714,石沙蚕,石沙蠶
29715,磷虾,磷蝦
29716,刺螠,刺螠
29717,万能拟饵,萬能擬餌
29718,海投刀,海投刀
29719,碧玉头,碧玉頭
29720,梅尔托尔龙虾,梅爾托爾龍蝦
29721,天堂鱼,天堂魚
29722,尸鬼梭鱼,尸鬼梭魚
29723,猎豹鳗,獵豹鰻
29724,海中爆弹,海中爆彈
29725,莫莫拉·莫拉,莫莫拉·莫拉
29726,梅尔托尔蝴蝶鱼,梅爾托爾蝴蝶魚
29727,步兵剑,步兵劍
29728,罗塔诺梭子鰆,羅塔諾梭子鰆
29729,罗塔诺沙丁鱼,羅塔諾沙丁魚
29730,深海平鱼,深海平魚
29731,深红钓鮟鱇,深紅釣鮟鱇
29732,灯鱼,燈魚
29733,魔鳗,魔鰻
29734,青色章鱼,青色章魚
29735,铬铁锤头鲨,鉻鐵錘頭鯊
29736,浮冰鱼,浮冰魚
29737,巨乌贼,巨烏賊
29738,放浪神之石,放浪神之石
29739,拉诺西亚水母,拉諾西亞水母
29740,蓬松海龙,蓬松海龍
29741,蜘蛛蟹,蜘蛛蟹
29742,暗鹦鹉螺,暗鸚鵡螺
29743,古老恐鱼,古老恐魚
29744,醉鱼,醉魚
29745,小利维亚桑,小利維亞桑
29746,海铠靴,海鎧靴
29747,海流星,海流星
29748,锤爪龙虾,錘爪龍蝦
29749,天堂之钥,天堂之鑰
29750,幽灵鲨,幽靈鯊
29751,流银刃,流銀刃
29752,海神印,海神印
29753,钉牡蛎,釘牡蠣
29754,巨食鮟鱇,巨食鮟鱇
29755,秘银君,秘銀君
29756,灵敏舞者,靈敏舞者
29757,海荨麻,海蕁麻
29758,巨大枪鱼,巨大槍魚
29759,海难船帆,海難船帆
29760,太阳神面纱,太陽神面紗
29761,高级以太虱,高級以太虱
29762,浮游碟鱼,浮游碟魚
29763,以太海龙,以太海龍
29764,珊瑚海龙,珊瑚海龍
29765,无赖龙,無賴龍
29766,人鱼发,人魚發
29767,清道夫,清道夫
29768,沉寂者,沉寂者
29769,深海鳗,深海鰻
29770,处刑者,處刑者
29771,狂野海胆,狂野海膽
29772,尖吻鲈,尖吻鱸
29773,幻纱披风,幻紗披風
29774,蜗牛鱼,蝸牛魚
29775,阿龙纳斯,阿龍納斯
29776,尾骨鱼,尾骨魚
29777,剪碎手巴塞洛缪,剪碎手巴塞洛繆
29778,巡游者,巡游者
29779,寄生幸存者,寄生幸存者
29780,浪子鱼,浪子魚
29781,守领鳍龙,守領鰭龍
29782,漏斗鲨,漏斗鯊
29783,坠天鱼,墜天魚
29784,幻光巨齿鲨,幻光巨齒鯊
29785,幻光盘丽鱼,幻光盤麗魚
29786,幻光海马,幻光海馬
29787,幻光鲈,幻光鱸
29788,索蒂斯,索蒂斯
29789,珊瑚蝠鲼,珊瑚蝠鲼
29790,石骨鱼,石骨魚
29791,依拉丝莫龙,依拉絲莫龍
29792,第二期重建用的合板,第二期重建用的合板
29793,第二期重建用的合金,第二期重建用的合金
29794,第二期重建用的金属板,第二期重建用的金屬板
29795,第二期重建用的金属锭,第二期重建用的金屬錠
29796,第二期重建用的鞣革,第二期重建用的鞣革
29797,第二期重建用的草绳,第二期重建用的草繩
29798,第二期重建用的墨水,第二期重建用的墨水
29799,第二期重建用的麻乳,第二期重建用的麻乳
29800,第二期重建用的木箱,第二期重建用的木箱
29801,第二期重建用的铁钉,第二期重建用的鐵釘
29802,第二期重建用的铆钉,第二期重建用的鉚釘
29803,第二期重建用的铁环,第二期重建用的鐵環
29804,第二期重建用的皮绳,第二期重建用的皮繩
29805,第二期重建用的布料,第二期重建用的布料
29806,第二期重建用的植物油,第二期重建用的植物油
29807,第二期重建用的面包,第二期重建用的面包
29808,第二期重建用的研磨工具,第二期重建用的研磨工具
29809,第二期重建用的手锤,第二期重建用的手錘
29810,第二期重建用的蒸馏器,第二期重建用的蒸餾器
29811,第二期重建用的裁缝工具,第二期重建用的裁縫工具
29812,第二期重建用的地毯,第二期重建用的地毯
29813,第二期重建用的扫把,第二期重建用的掃把
29814,第二期重建用的染剂,第二期重建用的染劑
29815,第二期重建用的红茶,第二期重建用的紅茶
29816,第二期重建用的梯子,第二期重建用的梯子
29817,第二期重建用的锯子,第二期重建用的鋸子
29818,第二期重建用的口罩,第二期重建用的口罩
29819,第二期重建用的石材,第二期重建用的石材
29820,第二期重建用的长靴,第二期重建用的長靴
29821,第二期重建用的手套,第二期重建用的手套
29822,第二期重建用的肥皂,第二期重建用的肥皂
29823,第二期重建用的药汤,第二期重建用的藥湯
29824,第二期重建用的睡床,第二期重建用的睡床
29825,第二期重建用的火炉,第二期重建用的火爐
29826,第二期重建用的街灯,第二期重建用的街燈
29827,第二期重建用的篝火台,第二期重建用的篝火臺
29828,第二期重建用的工作服,第二期重建用的工作服
29829,第二期重建用的帐篷,第二期重建用的帳篷
29830,第二期重建用的炼金药,第二期重建用的煉金藥
29831,第二期重建用的炖菜,第二期重建用的燉菜
29832,第二期重建用的特供衣柜,第二期重建用的特供衣柜
29833,第二期重建用的特供吊灯,第二期重建用的特供吊燈
29834,第二期重建用的特供暖炉,第二期重建用的特供暖爐
29835,第二期重建用的特供浴缸,第二期重建用的特供浴缸
29836,第二期重建用的特供外套,第二期重建用的特供外套
29837,第二期重建用的特供壁纸,第二期重建用的特供壁紙
29838,第二期重建用的特供常备药,第二期重建用的特供常備藥
29839,第二期重建用的特供菜肴,第二期重建用的特供菜肴
29840,第二期重建用的小树枝（检）,第二期重建用的小樹枝（檢）
29841,第二期重建用的麻草（检）,第二期重建用的麻草（檢）
29842,第二期重建用的铜矿（检）,第二期重建用的銅礦（檢）
29843,第二期重建用的铜沙（检）,第二期重建用的銅沙（檢）
29844,第二期重建用的中级枫木原木（检）,第二期重建用的中級楓木原木（檢）
29845,第二期重建用的中级枫树树汁（检）,第二期重建用的中級楓樹樹汁（檢）
29846,第二期重建用的中级亚麻（检）,第二期重建用的中級亞麻（檢）
29847,第二期重建用的中级锌矿（检）,第二期重建用的中級鋅礦（檢）
29848,第二期重建用的中级岩盐（检）,第二期重建用的中級巖鹽（檢）
29849,第二期重建用的中级铁沙（检）,第二期重建用的中級鐵沙（檢）
29850,第二期重建用的上级柚木原木（检）,第二期重建用的上級柚木原木（檢）
29851,第二期重建用的上级槲寄生（检）,第二期重建用的上級槲寄生（檢）
29852,第二期重建用的上级蜂巢（检）,第二期重建用的上級蜂巢（檢）
29853,第二期重建用的上级麦秆（检）,第二期重建用的上級麥稈（檢）
29854,第二期重建用的上级茶叶（检）,第二期重建用的上級茶葉（檢）
29855,第二期重建用的上级钴铁矿（检）,第二期重建用的上級鈷鐵礦（檢）
29856,第二期重建用的上级色素（检）,第二期重建用的上級色素（檢）
29857,第二期重建用的上级沥青（检）,第二期重建用的上級瀝青（檢）
29858,第二期重建用的上级秘银沙（检）,第二期重建用的上級秘銀沙（檢）
29859,第二期重建用的上级云母（检）,第二期重建用的上級云母（檢）
29860,第二期重建用的高级橡木原木（检）,第二期重建用的高級橡木原木（檢）
29861,第二期重建用的高级羽毛（检）,第二期重建用的高級羽毛（檢）
29862,第二期重建用的高级藤条（检）,第二期重建用的高級藤條（檢）
29863,第二期重建用的高级蟾蜍（检）,第二期重建用的高級蟾蜍（檢）
29864,第二期重建用的高级木贼草（检）,第二期重建用的高級木賊草（檢）
29865,第二期重建用的高级灵银矿（检）,第二期重建用的高級靈銀礦（檢）
29866,第二期重建用的高级天然水（检）,第二期重建用的高級天然水（檢）
